	Author	Degree	In-degree	Out-degree	Betweenness	Closeness	Harmonic	Eigenvector	Clustering	Square_Clustering	Community	Partition	Link	identifier	givenName	familyName	alternateNames	birthDate	birthPlace	birthCountry	deathDate	deathPlace	deathCountry	gender	occupation	period	language	category	organisation	occupationHisclass	Hisclass	lowestHisclass
2147	Herman Meyer	0.006442953020134227	0.005503355704697986	0.0009395973154362415	5.188967410379524e-05	0.2538790720289675	2059.371428571354	0.008827393347763425	0.15469858156028368	0.006024096385542169	4	1	https://www.dbnl.org/auteurs/auteur.php?id=meye007	meye007	Herman	Meyer	Herman Meyer	1893-10-31	Amsterdam	Nederland	1959-05-16	Roquebrune	Frankrijk	male	koopman/zakenman/filosoof/indust.	Twintigste Eeuw	nl	nonfictie		koopman/doctor in de filosofie/zakenman/industrieel	4.0/2.0/4.0/1.0	1.0
2148	H. Nieuwenhuis	0.0008053691275167784	0.0008053691275167784	0.0	0.0	0.22793873232546005	1809.688095238038	0.0018530501118112217	0.4666666666666667	0.0	4	1	https://www.dbnl.org/auteurs/auteur.php?id=nieu162	nieu162	H.	Nieuwenhuis	H. Nieuwenhuis	1904-xx-xx						male	leraar/docent/hoogleraar	Twintigste Eeuw	nl	secundair		hoogleraar/leraar/docent	2.0/2.0/2.0	2.0
2149	R.A.V. van Haersolte	0.0004026845637583892	0.00026845637583892615	0.00013422818791946307	2.752080684804577e-07	0.18122530336097556	1409.0313492063917	4.951680521390303e-05	0.0	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=haer060	haer060	Roelof Arent Volkier	van Haersolte	R.A.V. van Haersolte	1919-xx-xx			2002-xx-xx			male		Twintigste Eeuw		nonfictie				
2150	A. de Roos	0.001476510067114094	0.0010738255033557046	0.0004026845637583892	3.973056332477528e-06	0.24073597947572337	1919.5023809523025	0.003615372833307027	0.45454545454545453	0.010638297872340425	3	2	https://www.dbnl.org/auteurs/auteur.php?id=roos067	roos067	Albertus	de Roos	A. de Roos	19xx-xx-xx						male		Twintigste Eeuw	nl	nonfictie				
2151	J.M. Kramer	0.012483221476510067	0.0033557046979865767	0.00912751677852349	0.00011541790849529364	0.2552967247117302	2051.885714285628	0.007369946203610055	0.1983568075117371	0.04062505319420566	3	2	https://www.dbnl.org/auteurs/auteur.php?id=kram029	kram029	Johannes Mattheus	Kramer	J.M. Kramer	1910-xx-xx						male		Twintigste Eeuw		nonfictie				
2152	Amoene van Haersolte	0.002147651006711409	0.002147651006711409	0.0	0.0	0.2519236367719589	2020.3785714284852	0.006493815284529021	0.4125	0.0	3	2	https://www.dbnl.org/auteurs/auteur.php?id=haer003	haer003	Ernestine Amoene Sophie	van Haersolte	Amoene van Haersolte/E.A.S. van Holthe tot Echten	1890-02-23	Utrecht	Nederland	1952-08-01	Dalfsen	Nederland	female		Twintigste Eeuw	nl					
2153	B. Hunningher	0.010738255033557046	0.009932885906040268	0.0008053691275167784	2.1522546492158785e-05	0.2767748706606039	2247.5952380952035	0.02065873972348288	0.2393987341772152	0.0045207956600361665	4	1	https://www.dbnl.org/auteurs/auteur.php?id=hunn002	hunn002	Benjamin	Hunningher	B. Hunningher	1903-xx-xx	Vlissingen	Nederland	1991-xx-xx			male		Twintigste Eeuw		secundair				
2154	C.M. de Beaufort	0.0034899328859060398	0.0008053691275167784	0.0026845637583892616	1.7159304782850069e-06	0.23151897013375178	1827.8285714285003	0.00193746382709758	0.4328125	0.05081259000205719	2	2	https://www.dbnl.org/auteurs/auteur.php?id=beau015	beau015	Cornelia Maria de	de Beaufort	C.M. de Beaufort	18xx-xx-xx						female		Twintigste Eeuw		secundair				
2155	W. Lubberink	0.0004026845637583892	0.00013422818791946307	0.00026845637583892615	0.0	0.1992585165136318	1564.1067460317513	0.00026067279172834194	0.3333333333333333	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=lubb008	lubb008	Warner	Lubberink	W. Lubberink	1889-04-20	De Wijk	Nederland	1972-06-29	Hilversum	Nederland	male	ambtenaar/journalist/leraar/hoogleraar/militair/redacteur/docent/officier	Twintigste Eeuw		secundair		militair/journalist/redacteur/hoogleraar/leraar/docent/officier/ambtenaar	9.0/2.0/2.0/2.0/2.0/2.0/1.0/5.0	1.0
2156	A.A. Weijnen	0.016375838926174495	0.008590604026845637	0.007785234899328858	0.0001939086926801771	0.2507172939179056	2056.9404761904175	0.012829644129954404	0.17936184657162255	0.039509798481246076	4	1	https://www.dbnl.org/auteurs/auteur.php?id=weij005	weij005	Antonius Angelus	Weijnen	A.A. Weijnen	1909-12-28	Fijnaart	Nederland	2008-02-09	Malden	Nederland	male		20e/21e Eeuw	nl	taalkunde				
2157	F.J. Snijman	0.003758389261744966	0.0022818791946308723	0.001476510067114094	9.615157372872591e-05	0.24288743552585149	1957.9976190475568	0.005252562630328363	0.20238095238095238	0.003278688524590164	3	2	https://www.dbnl.org/auteurs/auteur.php?id=snij008	snij008	Frederick Johannes	Snijman	F.J. Snijman	1915-02-13	Rietbron	Zuid-Afrika	1994-09-05	Stellenbosch	Zuid-Afrika	male		Twintigste Eeuw	af	taalkunde/zuidafrika				
2158	A. van Loey	0.021208053691275167	0.01355704697986577	0.007651006711409395	0.0007185441772672573	0.2723525130233924	2226.5380952380674	0.023205157164621577	0.19090688847613663	0.0606868343093657	4	1	https://www.dbnl.org/auteurs/auteur.php?id=loey001	loey001	Adolf	van Loey	A. van Loey	1905-07-14	Elsene	België (Brussel)	1987-03-06	Sint-Jans-Molenbeek	België (Brussel)	male		Twintigste Eeuw	nl	taalkunde				
2159	J.G.M. Moormann	0.016778523489932886	0.003758389261744966	0.013020134228187917	0.00029190116452606205	0.25187909787489315	2034.438095238015	0.009079018265097567	0.13981900452488688	0.03518177464508063	2	2	https://www.dbnl.org/auteurs/auteur.php?id=moor012	moor012	Julianus Georg Marie (Jules)	Moormann	J.G.M. Moormann	1889-05-24	Goor	Nederland	1974-08-05	Lent	Nederland	male	leraar/docent/hoogleraar	Twintigste Eeuw	nl	secundair/taalkunde		hoogleraar/leraar/docent	2.0/2.0/2.0	2.0
2160	J.M. Sterken	0.0005369127516778523	0.00013422818791946307	0.0004026845637583892	1.6381477430706146e-09	0.1721018764793729	1322.418650793704	1.1361567781396718e-05	0.25	0.0	3	2	https://www.dbnl.org/auteurs/auteur.php?id=ster032	ster032	J.M.	Sterken	J.M. Sterken	1920-xx-xx						male	ambtenaar	Twintigste Eeuw		nonfictie		ambtenaar	5.0	5.0
2161	J.J. Poelhekke	0.0026845637583892616	0.0022818791946308723	0.0004026845637583892	1.9452606145190758e-05	0.23812285041502018	1908.7333333332674	0.0037731174226200504	0.2845744680851064	0.011037527593818985	3	2	https://www.dbnl.org/auteurs/auteur.php?id=poel003	poel003	Jan Joseph	Poelhekke	J.J. Poelhekke	1913-02-18	Utrecht	Nederland	1985-08-25	Bloemendaal	Nederland	male	archeoloog/historicus	Twintigste Eeuw	nl	secundair		antropoloog/oudheidkundige	2.0/2.0	2.0
2162	J.J. van Bolhuis	0.0026845637583892616	0.001879194630872483	0.0008053691275167784	1.0324488546259665e-05	0.2419743700314673	1939.0666666665904	0.004530662444678409	0.31216931216931215	0.006596306068601583	3	2	https://www.dbnl.org/auteurs/auteur.php?id=bolh005	bolh005	Johannes Jacobus	van Bolhuis	J.J. van Bolhuis	1912-xx-xx			1963-xx-xx			male		Twintigste Eeuw		secundair/nonfictie				
2163	Tue Gad	0.0008053691275167784	0.0005369127516778523	0.00026845637583892615	3.560152802292013e-08	0.22838449294706697	1803.0023809523168	0.001463622966815269	0.4	0.0	4	3	https://www.dbnl.org/auteurs/auteur.php?id=gad_001	gad_001	Tue Riise	Gad	Tue Gad	1918-10-17			2001-07-16			male	letterkundige (NIET-neerl.)/archivaris/bibliothecaris	Twintigste Eeuw	da	nonfictie		letterkundige/archivaris/bibliothecaris	2.0/4.0/4.0	2.0
2164	L.L. Hammerich	0.0033557046979865767	0.0032214765100671136	0.00013422818791946307	5.652822511384432e-06	0.24044017688617783	1928.6309523808861	0.004981832786830882	0.21166666666666667	0.0	3	3	https://www.dbnl.org/auteurs/auteur.php?id=hamm005	hamm005	Louis Leonor	Hammerich	L.L. Hammerich	1892-07-31	Kopenhagen	Denemarken	1975-11-01	Hørsholm	Denemarken	male	leraar/docent/hoogleraar/vertaler	Twintigste Eeuw	nl	secundair		hoogleraar/vertaler/leraar/docent	2.0/4.0/2.0/2.0	2.0
2165	S.A.M. Bottenheim	0.004295302013422818	0.0012080536912751677	0.003087248322147651	0.00024372383494431957	0.2217284974358054	1755.9309523809009	0.0023529016103231936	0.07258064516129033	0.010965095839959823	2	3	https://www.dbnl.org/auteurs/auteur.php?id=bott005	bott005	Salomon Adriaan Maria	Bottenheim	George S de Bossan/S.A.M. Bottenheim	1880-01-15	Amsterdam	Nederland	1957-01-01	Amsterdam	Nederland	male	archivaris/redacteur/bibliothecaris/journalist	Twintigste Eeuw	nl	secundair		journalist/archivaris/redacteur/bibliothecaris	2.0/4.0/2.0/4.0	2.0
2166	W. Haanstra	0.00013422818791946307	0.00013422818791946307	0.0	0.0	0.17414386122541195	1345.3960317460758	3.341455264105319e-05	0.0	0.0	2	3	https://www.dbnl.org/auteurs/auteur.php?id=haan040	haan040	Wybrandus	Haanstra	W. Haanstra	1841-xx-xx			1925-xx-xx			male		19e/20e Eeuw		taalkunde/jeugdliteratuur				
2167	B. Faddegon	0.0057718120805369125	0.0032214765100671136	0.0025503355704697985	0.00020380595983337518	0.2607534693740299	2075.178571428479	0.006629344342461288	0.27622767857142855	0.03724559568819886	3	2	https://www.dbnl.org/auteurs/auteur.php?id=fadd001	fadd001	Barend	Faddegon	B. Faddegon	1874-07-09	Amsterdam	Nederland	1955-06-28	Ede	Nederland	male	leraar/letterkundige (NIET-neerl.)/hoogleraar/onderwijzer (basisschool)/docent	19e/20e Eeuw	nl	taalkunde		letterkundige/hoogleraar/leraar/docent/onderwijzer op een lagere school	2.0/2.0/2.0/2.0/4.0	2.0
2168	Marc Rozelaar	0.0028187919463087247	0.0010738255033557046	0.0017449664429530199	9.37857725798605e-07	0.23983898803383707	1897.2214285713446	0.0027210094215246654	0.6945812807881774	0.05592665356908972	3	2	https://www.dbnl.org/auteurs/auteur.php?id=roze007	roze007	Marc	Rozelaar	Marc Rozelaar	19xx-xx-xx						male		Twintigste Eeuw		nonfictie				
2169	Alexander Sizoo	0.003087248322147651	0.0010738255033557046	0.002013422818791946	3.667700737059595e-05	0.2320571053994675	1828.2595238094548	0.0019640194255798934	0.5365853658536586	0.04787412119183127	3	2	https://www.dbnl.org/auteurs/auteur.php?id=sizo003	sizo003	Alexander	Sizoo	Alexander Sizoo	1889-05-23	Gorinchem	Nederland	1961-11-12	Amsterdam	Nederland	male	classicus	Twintigste Eeuw	nl			oudheidkundige	2.0	2.0
2170	T.P. Sevensma	0.003087248322147651	0.0022818791946308723	0.0008053691275167784	3.207457400051752e-05	0.247796365055525	1947.5452380951353	0.003579745264048978	0.191699604743083	0.026744186046511628	3	2	https://www.dbnl.org/auteurs/auteur.php?id=seve003	seve003	Tietse Pieter	Sevensma	T.P. Sevensma	1879-07-22	Sneek	Nederland	1966-06-30	Hilversum	Nederland	male		Twintigste Eeuw	nl	secundair				
2171	J.J. Poortman	0.005100671140939597	0.004563758389261745	0.0005369127516778523	7.934014886534805e-06	0.2541296539701909	2043.9047619046564	0.007641495561193074	0.20768136557610242	0.0	3	2	https://www.dbnl.org/auteurs/auteur.php?id=poor011	poor011	Johannes Jacobus	Poortman	J.J. Poortman	1896-04-26	Rotterdam	Nederland	1970-12-21	Den Haag	Nederland	male	filosoof	Twintigste Eeuw	nl	secundair		doctor in de filosofie	2.0	2.0
2172	A.A. van Rijnbach	0.04348993288590604	0.003624161073825503	0.039865771812080536	0.0018175295780184597	0.2516976661312088	2020.5952380951555	0.006539298239729707	0.04619222387888519	0.020034320566862742	2	3	https://www.dbnl.org/auteurs/auteur.php?id=rijn005	rijn005	Andries Albert	van Rijnbach	A.A. van Rijnbach	1879-04-03	Delft	Nederland	1953-07-21	Leiden	Nederland	male	onderwijzer (basisschool)	19e/20e Eeuw	nl	secundair		onderwijzer op een lagere school	4.0	4.0
2173	K. Posthumus	0.0010738255033557046	0.0010738255033557046	0.0	0.0	0.2350778999997743	1865.5976190475444	0.0022069929001942478	0.7678571428571429	0.0	3	2	https://www.dbnl.org/auteurs/auteur.php?id=post072	post072	Kornelis	Posthumus	K. Posthumus	1902-xx-xx			1972-xx-xx			male		Twintigste Eeuw		nonfictie				
2174	Louis van Haecht	0.001879194630872483	0.0012080536912751677	0.0006711409395973154	4.282549772363139e-05	0.2403574823822618	1910.0880952380146	0.0028368319040094326	0.3611111111111111	0.009174311926605505	3	2	https://www.dbnl.org/auteurs/auteur.php?id=haec011	haec011	Louis	van Haecht	Louis van Haecht	1917-08-24	Diest	België (Vlaanderen)	1985-04-19	Brugge	België (Vlaanderen)	male	kloosterling/leraar/hoogleraar/docent/rk-geestelijke	Twintigste Eeuw	nl	nonfictie		hoogleraar/rooms-katholiek geestelijke/leraar/docent/kloosterling	2.0/2.0/2.0/2.0/4.0	2.0
2175	B.W. Schaper	0.007114093959731543	0.0034899328859060398	0.003624161073825503	0.0005236802904977543	0.24441647958661877	1960.1547619046826	0.004275047744165986	0.14186725018234866	0.028522703048390535	1	0	https://www.dbnl.org/auteurs/auteur.php?id=scha062	scha062	Bertus Willem	Schaper	B.W. Schaper	1907-02-03	Voorburg	Nederland	1991-07-16	Oegstgeest	Nederland	male	leraar/archeoloog/hoogleraar/docent/historicus	Twintigste Eeuw	nl	secundair		hoogleraar/leraar/docent/oudheidkundige/antropoloog	2.0/2.0/2.0/2.0/2.0	2.0
2176	J. Presser	0.013288590604026844	0.009261744966442952	0.004026845637583892	0.000778223031434516	0.2649047402894988	2165.9999999999422	0.014202239174248295	0.10198388096714198	0.04074769440260785	3	2	https://www.dbnl.org/auteurs/auteur.php?id=pres003	pres003	Jacob	Presser	J. Presser/J. van Wageningen	1899-02-24	Amsterdam	Nederland	1970-04-30	Amsterdam	Nederland	male	archeoloog/historicus	Twintigste Eeuw	nl	secundair/nonfictie		antropoloog/oudheidkundige	2.0/2.0	2.0
2177	C.A.O. van Nieuwenhuijze	0.0026845637583892616	0.001476510067114094	0.0012080536912751677	0.00021630757670092568	0.23416762428443705	1859.011904761832	0.0020108522799613345	0.31451612903225806	0.08344113842173351	3	2	https://www.dbnl.org/auteurs/auteur.php?id=nieu133	nieu133	Christoffel Anthonie Olivier	van Nieuwenhuijze	C.A.O. van Nieuwenhuijze	1920-xx-xx						male		Twintigste Eeuw		nonfictie				
2178	J. Buffin	0.0006711409395973154	0.0006711409395973154	0.0	0.0	0.2208809137574047	1738.0666666666314	0.0011963620880129206	1.0	0.0	3	2	https://www.dbnl.org/auteurs/auteur.php?id=buff007	buff007	J.	Buffin	J. Buffin	19xx-xx-xx						male		Twintigste Eeuw						
2179	Mies Bouhuys	0.010201342281879194	0.009395973154362415	0.0008053691275167784	0.00046399819604580863	0.2682603552821986	2195.180952380906	0.01797906567395642	0.24271162627327011	0.030737704918032786	1	0	https://www.dbnl.org/auteurs/auteur.php?id=bouh001	bouh001	Mies	Bouhuys	M. Hoornik-Bouhuys,/Maria Albertha Bouhuys/Mies Bouhuijs/Mies Bouhuys	1927-01-10	Weesp	Nederland	2008-06-30	Amsterdam	Nederland	female	letterkundige (NIET-neerl.)	20e/21e Eeuw	nl	jeugdliteratuur		letterkundige	2.0	2.0
2180	Willem den Boer	0.002147651006711409	0.00013422818791946307	0.002013422818791946	0.00015828297880858563	0.1406513854957067	1082.3313492063567	6.481923892680036e-07	0.05416666666666667	0.01703623580313683	3	2	https://www.dbnl.org/auteurs/auteur.php?id=boer063	boer063	Willem	den Boer	Willem den Boer/Wim den Boer	1914-10-04	Dordrecht	Nederland	1993-02-16	Leiden	Nederland	male	leraar/archeoloog/hoogleraar/docent/historicus	Twintigste Eeuw	nl	secundair		hoogleraar/leraar/docent/oudheidkundige/antropoloog	2.0/2.0/2.0/2.0/2.0	2.0
2181	W.C. van Unnik	0.0004026845637583892	0.00026845637583892615	0.00013422818791946307	1.075483589379956e-06	0.17682338751269336	1383.4253968254366	5.231845100951186e-05	0.3333333333333333	0.0	4	1	https://www.dbnl.org/auteurs/auteur.php?id=unni002	unni002	Willem Cornelis	van Unnik	W.C. van Unnik	1910-08-28	Haarlem	Nederland	1978-03-17	Utrecht	Nederland	male		Twintigste Eeuw		taalkunde				
2182	T.S. Jansma	0.004026845637583892	0.001879194630872483	0.002147651006711409	0.00017566949446644656	0.24402633007064273	1954.7142857142092	0.004939046999408778	0.14055299539170507	0.01099896480331263	3	2	https://www.dbnl.org/auteurs/auteur.php?id=jans028	jans028	Taeke Sjoerd	Jansma	T.S. Jansma	1904-01-05	Amsterdam	Nederland	1992-04-24	Amsterdam	Nederland	male	leraar/docent/hoogleraar	Twintigste Eeuw	nl	secundair		hoogleraar/leraar/docent	2.0/2.0/2.0	2.0
2183	Ernst van Raalte	0.01221476510067114	0.003087248322147651	0.00912751677852349	0.0002637570159828294	0.23700381953036068	1900.8476190475387	0.002856391076171123	0.21433832555855634	0.038114841974355676	1	0	https://www.dbnl.org/auteurs/auteur.php?id=raal003	raal003	Ernst	van Raalte	Ernst van Raalte	1892-07-29	Rotterdam	Nederland	1975-11-16	Den Haag	Nederland	male	advocaat/jurist/redacteur/journalist	Twintigste Eeuw	nl	secundair		advocaat/journalist/redacteur/jurist	2.0/2.0/2.0/2.0	2.0
2184	Seerp Gratama	0.002147651006711409	0.0008053691275167784	0.0013422818791946308	0.00033137913011870685	0.2197464665765059	1732.5023809523366	0.0007893186419755638	0.1375	0.016152716593245228	2	3	https://www.dbnl.org/auteurs/auteur.php?id=grat003	grat003	Seerp	Gratama	Seerp Gratama	1858-12-14	Groningen	Nederland	1923-05-22	Den Haag	Nederland	male		19e/20e Eeuw	nl					
2185	W.R. Juynboll	0.0009395973154362415	0.0005369127516778523	0.0004026845637583892	7.864597329861734e-06	0.21300108150503658	1675.6019841269504	0.0006415244545737233	0.047619047619047616	0.0	3	2	https://www.dbnl.org/auteurs/auteur.php?id=juyn002	juyn002	Willem Rudolf	Juynboll	W.R. Juynboll	1902-xx-xx			1978-xx-xx	Voorschoten	Nederland	male	kunsthistoricus/kunsthandelaar	Twintigste Eeuw		nonfictie		kunsthandelaar	4.0	4.0
2186	Pier Westra	0.0006711409395973154	0.0005369127516778523	0.00013422818791946307	0.0	0.22001330510124462	1732.8095238094857	0.0008028201124127253	0.8	0.0	3	2	https://www.dbnl.org/auteurs/auteur.php?id=west121	west121	Pier	Westra	Pier Westra	1895-04-29			1956-07-24			male	letterkundige (NIET-neerl.)	Twintigste Eeuw		nonfictie		letterkundige	2.0	2.0
2187	J.C. Arens	0.009395973154362415	0.0044295302013422815	0.004966442953020134	0.00010415611068466447	0.2413416792760816	1956.4404761904198	0.006305379072407011	0.1951827242524917	0.042162702410794166	4	1	https://www.dbnl.org/auteurs/auteur.php?id=aren014	aren014	Johannes Cornelis	Arens	J.C. Arens	1918-xx-xx	Hengelo	Nederland	1992-xx-xx			male		Twintigste Eeuw		secundair				
2188	P.J.M. van Gils	0.0026845637583892616	0.0025503355704697985	0.00013422818791946307	0.00017574539640948357	0.24150848335930958	1925.5071428570618	0.003408970457975095	0.2026315789473684	0.0	2	2	https://www.dbnl.org/auteurs/auteur.php?id=gils007	gils007	Petrus Josephus Maria	van Gils	P.J.M. van Gils	1869-01-10	Waalwijk	Nederland	1956-04-11	Roermond	Nederland	male	kloosterling/leraar/hoogleraar/docent/rk-geestelijke/classicus	19e/20e Eeuw	nl	secundair		hoogleraar/rooms-katholiek geestelijke/leraar/docent/oudheidkundige/kloosterling	2.0/2.0/2.0/2.0/2.0/4.0	2.0
2189	Bas van Gelder	0.0004026845637583892	0.0	0.0004026845637583892	0.0	0.0	0.0	9.056303693276773e-101	0.16666666666666666	0.034482758620689655	3	2	https://www.dbnl.org/auteurs/auteur.php?id=geld072	geld072	Bas	van Gelder	Bas van Gelder	1909-01-18	IJsselmonde	Nederland	1993-03-26	Borculo	Nederland	male	rk-geestelijke/kloosterling	Twintigste Eeuw				rooms-katholiek geestelijke/kloosterling	2.0/4.0	2.0
2190	H. van de Waal	0.009395973154362415	0.004563758389261745	0.004832214765100671	0.0002929876038502571	0.2552967247117302	2069.588095238019	0.0075876483848685925	0.16070686070686072	0.03256849100369883	3	2	https://www.dbnl.org/auteurs/auteur.php?id=waal016	waal016	Henri / Hans	van de Waal	H. van de Waal	1910-03-03	Rotterdam	Nederland	1972-05-07	Leiden	Nederland	male	archeoloog/historicus	Twintigste Eeuw	nl	secundair		antropoloog/oudheidkundige	2.0/2.0	2.0
2191	H. de Buck	0.0028187919463087247	0.0025503355704697985	0.00026845637583892615	8.003470581560347e-07	0.25044774683490373	1998.4571428570648	0.005145774848428807	0.23333333333333334	0.0	2	3	https://www.dbnl.org/auteurs/auteur.php?id=buck003	buck003	Hendrik	de Buck	H. de Buck	1893-11-25	Oostkapelle	Nederland	1986-03-20	Haren	Nederland	male	archeoloog/historicus	Twintigste Eeuw	nl	secundair		antropoloog/oudheidkundige	2.0/2.0	2.0
2192	Jan Vermeulen	0.004966442953020134	0.004966442953020134	0.0	0.0	0.23998904635845728	1933.3499999999294	0.0037339301100918275	0.25375375375375375	0.0	3	2	https://www.dbnl.org/auteurs/auteur.php?id=verm027	verm027	Jan	Vermeulen	Jan Vermeulen	1923-05-11	Leiden	Nederland	1985-04-10	Nijmegen	Nederland	male		Twintigste Eeuw	nl					
2193	M. van der Plas	0.0013422818791946308	0.0012080536912751677	0.00013422818791946307	1.6883544669906557e-07	0.2212171402245715	1756.0023809523339	0.0014136457895895561	0.17777777777777778	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=plas009	plas009	Michel	van der Plas	M. van der Plas	19xx-xx-xx						male		Twintigste Eeuw						
2194	Michel van der Plas	0.009932885906040268	0.008456375838926174	0.001476510067114094	0.000379002246993817	0.2736015569869225	2206.2285714285026	0.011884523663203956	0.12333333333333334	0.02631578947368421	3	0	https://www.dbnl.org/auteurs/auteur.php?id=plas001	plas001	Michel	van der Plas	Bernardus Gerhardus Franciscus Brinkel/Michel van der Plas	1927-10-23	Den Haag	Nederland	2013-07-21	Leidschendam	Nederland	male	vertaler/redacteur/journalist	20e/21e Eeuw	nl	secundair		redacteur/vertaler/journalist	2.0/4.0/2.0	2.0
2195	Jan C. M. Leijten	0.00013422818791946307	0.0	0.00013422818791946307	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=leij003	leij003	Johannes Cornelis Maria (Jan)	Leijten	Jan C. M. Leijten	1926-01-14	Etten-Leur	Nederland	2014-05-xx			male	leraar/jurist/hoogleraar/docent/advocaat	20e/21e Eeuw	nl	nonfictie		advocaat/jurist/hoogleraar/leraar/docent	2.0/2.0/2.0/2.0/2.0	2.0
2196	Jan Leyten	0.0005369127516778523	0.0005369127516778523	0.0	0.0	0.2255142450877968	1773.7476190475506	0.0008471210744916835	0.0	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=leyt004	leyt004	Jan	Leyten	Jan Leyten	19xx-xx-xx						male		Twintigste Eeuw		secundair				
2197	J.W. Bosch	0.002953020134228188	0.0010738255033557046	0.001879194630872483	0.0	0.2239207140076978	1764.1619047618588	0.001682209508574584	0.7713004484304933	0.09273476028267832	3	2	https://www.dbnl.org/auteurs/auteur.php?id=bosc117	bosc117	J.W.	Bosch	J.W. Bosch	1920-xx-xx	Schin op Geul	Nederland	2001-03-12	Schin op Geul	Nederland	male	kloosterling/leraar/hoogleraar/docent/rk-geestelijke	Twintigste Eeuw		nonfictie		hoogleraar/rooms-katholiek geestelijke/leraar/docent/kloosterling	2.0/2.0/2.0/2.0/4.0	2.0
2198	H.A. Enklaar	0.002953020134228188	0.0006711409395973154	0.0022818791946308723	0.0	0.21845118509092498	1717.4928571428225	0.0008804175524149499	0.5442477876106194	0.0494564595491475	3	2	https://www.dbnl.org/auteurs/auteur.php?id=enkl006	enkl006	Henry Adolf	Enklaar	H.A. Enklaar	1884-04-05	Deventer	Nederland	1956-10-27	Nunspeet	Nederland	male	herv./leraar/geref. predikant	Twintigste Eeuw		nonfictie		leraar/gereformeerd predikant	2.0/2.0	2.0
2199	Arnold van Praag	0.003087248322147651	0.0006711409395973154	0.0024161073825503354	2.140823614421561e-05	0.21845118509092498	1717.4928571428225	0.0008804175524149499	0.4959677419354839	0.04644667869725874	3	2	https://www.dbnl.org/auteurs/auteur.php?id=praa015	praa015	Arnold	van Praag	Arnold van Praag	1903-09-12	Amsterdam	Nederland	1965-xx-xx			male		Twintigste Eeuw		nonfictie				
2200	R. Hoetink	0.0025503355704697985	0.0013422818791946308	0.0012080536912751677	3.0515612648936e-06	0.22698570150919517	1795.4428571428007	0.0017125598775214396	0.21637426900584794	0.012171684817424727	3	2	https://www.dbnl.org/auteurs/auteur.php?id=hoet023	hoet023	R.	Hoetink	R. Hoetink	1900-xx-xx						male	leraar/docent/hoogleraar	Twintigste Eeuw	nl	nonfictie		hoogleraar/leraar/docent	2.0/2.0/2.0	2.0
2201	S.R. de Groot	0.017181208053691274	0.005637583892617449	0.011543624161073825	0.0005788922871971444	0.24668427406213372	1993.9738095237078	0.0070688590139029546	0.24456521739130435	0.06033233121256613	1	0	https://www.dbnl.org/auteurs/auteur.php?id=groo044	groo044	Sybren Ruurds	de Groot	S.R. de Groot	1916-xx-xx			1994-xx-xx			male		Twintigste Eeuw		secundair/nonfictie				
2202	Henri A. Ett	0.005503355704697986	0.004295302013422818	0.0012080536912751677	0.00015482467094383895	0.2556435952616103	2060.078571428493	0.008484348813341714	0.24447174447174447	0.0975609756097561	2	3	https://www.dbnl.org/auteurs/auteur.php?id=ett_001	ett_001	Henri Adolf	Ett	Henri A. Ett	1908-08-04	Rotterdam	Nederland	1982-10-06	Delft	Nederland	male		Twintigste Eeuw		secundair				
2203	Gerrit Kamphuis	0.024295302013422816	0.005503355704697986	0.01879194630872483	0.0009589646446636428	0.2594397453821688	2108.3499999999513	0.012119816247817994	0.15077755240027046	0.036683501087790754	2	3	https://www.dbnl.org/auteurs/auteur.php?id=kamp007	kamp007	Gerrit	Kamphuis	Gerrit Kamphuis	1906-05-08	Zwolle	Nederland	1998-04-25	Den Haag	Nederland	male		Twintigste Eeuw	nl	secundair				
2204	Maartje Draak	0.01664429530201342	0.01261744966442953	0.004026845637583892	0.0006701810589148904	0.26203845085040306	2159.254761904736	0.017731249003107828	0.16410761154855644	0.024484515500471163	4	1	https://www.dbnl.org/auteurs/auteur.php?id=draa003	draa003	Amalia Maartje Elisabeth	Draak	Maartje Draak	1907-03-25	Venlo	Nederland		Amsterdam	Nederland	female	leraar/docent/hoogleraar	Twintigste Eeuw	nl	secundair/jeugdliteratuur		hoogleraar/leraar/docent	2.0/2.0/2.0	2.0
2205	Carl Mennicke	0.0016107382550335568	0.0004026845637583892	0.0012080536912751677	0.00011551033846668309	0.22102723710866914	1740.299999999958	0.0007519194301953025	0.328125	0.04096268384587334	3	2	https://www.dbnl.org/auteurs/auteur.php?id=menn014	menn014	Carl August	Mennicke	Carl August Mennicke/Carl Mennicke	1887-09-05	Elberfeld	Duitsland	1958-11-15	Frankfurt am Main	Duitsland	male	leraar/docent/hoogleraar	Twintigste Eeuw		nonfictie		hoogleraar/leraar/docent	2.0/2.0/2.0	2.0
